Date,Close,High,Low,Open,Volume,SMA_10,SMA_50,Signal
2024-05-20,523.3984375,524.8795861621629,522.5196081627743,522.9146052465884,37764200,,,0
2024-05-21,524.6820678710938,524.8400908059087,522.4208693618174,522.6282518632279,33437000,,,0
2024-05-22,523.17138671875,524.7018950646127,520.9693712262205,523.9810886138737,48390000,,,0
2024-05-23,519.3499755859375,526.370605604358,518.1255087640279,526.2620025028626,57211200,,,0
2024-05-24,522.7861938476562,523.6057795858457,520.2583694034415,521.2161498690128,41258400,,,0
2024-05-28,523.151611328125,523.8428261329518,520.4855315198485,523.6058519754333,36269600,,,0
2024-05-29,519.4881591796875,520.6829740747881,518.7673528167415,519.0734544486314,45190300,,,0
2024-05-30,516.0420532226562,518.5995297613006,514.7781710383293,517.9280829339874,46468500,,,0
2024-05-31,520.7423095703125,520.8706806258485,511.8455324725559,517.0098457954774,90785800,,,0
2024-06-03,521.1668090820312,522.657841650115,516.032148544318,522.3715079503993,46835700,521.397900390625,,0
2024-06-04,521.7494506835938,522.49990899419,518.3625645865347,519.8437132727871,34632700,521.2330017089844,,0
2024-06-05,527.950439453125,527.9702073859787,522.0850888639186,524.099489436186,47610400,521.5598388671875,,0
2024-06-06,527.940673828125,528.691132227732,525.9855766161708,528.2566594841754,30808500,522.036767578125,,0
2024-06-07,527.2987670898438,530.1425771236412,525.8472101733005,526.9531296011007,43224500,522.8316467285156,,0
2024-06-10,528.9280395507812,529.253909134287,525.8769070309806,526.4792263610262,35729300,523.4458312988281,,0
2024-06-11,530.2018432617188,530.2610867954452,525.3634003577233,527.3580331066662,36383400,524.1508544921875,,0
2024-06-12,534.556396484375,537.2817195863698,533.5097205376181,534.823022521598,63251300,525.6576782226563,,0
2024-06-13,535.6327514648438,536.5016968534992,532.808709085761,536.323966242378,44760900,527.616748046875,,0
2024-06-14,535.9586791992188,535.9882708369021,533.0654487335895,534.0825332092376,40089900,529.1383850097657,,0
2024-06-17,540.2242431640625,541.6363245352009,534.8032489186013,535.2673734870664,55839500,531.0441284179688,,0
2024-06-18,541.5968627929688,541.725233844278,539.8589718842574,540.2835606431654,41376400,533.0288696289062,,0
2024-06-20,540.1255493164062,543.206333734204,538.3284150280085,542.5348869014116,70328200,534.2463806152343,,0
2024-06-21,539.4014892578125,540.5308084404068,537.9254779136916,539.2925357741935,64513900,535.3924621582031,,0
2024-06-24,537.64794921875,541.8184723430678,537.5290799077853,539.2230582828091,45528700,536.4273803710937,,0
2024-06-25,539.7184448242188,540.0849686628054,537.3508531925171,538.886299065316,38273300,537.5064208984375,,0
2024-06-26,540.3920288085938,541.1151605924962,537.935315544085,538.5890968132603,38550600,538.525439453125,,0
2024-06-27,541.2439575195312,541.8284487491936,539.5004601471773,540.2533395091051,35041500,539.1941955566406,,0
2024-06-28,539.1141357421875,545.1173392760371,537.85609191082,542.0265552795133,76144500,539.542333984375,,0
2024-07-01,540.2236328125,540.758544752217,537.4300828689322,540.5108902585941,40297800,539.9688293457032,,0
2024-07-02,543.8591918945312,543.8591918945312,538.5494939837195,538.599012790672,40434800,540.33232421875,,0
2024-07-03,546.2861938476562,546.6527176503928,543.5025598400373,543.5421627913393,32789900,540.8012573242188,,0
2024-07-05,549.4364013671875,549.8425281579695,545.9494065364628,546.593332444134,41488400,541.7323425292968,,0
2024-07-08,550.0703735351562,551.0312439407816,548.9905733480141,550.2288458063081,36110500,542.7992309570312,,0
2024-07-09,550.6053466796875,551.9525727530728,550.3081733491656,551.0412210519627,27289700,544.094970703125,,0
2024-07-10,556.0537109375,556.4004030574295,551.5464110657902,551.843584377519,38701200,545.7284973144531,,0
2024-07-11,551.2590942382812,557.0542459098444,550.6152288053468,556.1725813645302,53054200,546.8152038574219,,0
2024-07-12,554.7361450195312,558.3816118783382,551.9228238555439,552.3983011311424,53084400,548.1644226074219,,0
2024-07-15,556.26171875,559.5406617004013,554.3795204861657,556.7570277181121,40584300,549.8791809082031,,0
2024-07-16,559.5604858398438,559.8576591562987,556.8263704034057,557.589165634412,36475300,551.8128662109375,,0
2024-07-17,551.71484375,555.2513576014627,551.3879228494364,553.5573788940302,57119000,552.5984313964843,,0
2024-07-18,547.4749145507812,554.2705999484662,545.2658557697873,553.2700660994436,56270400,552.7173034667969,,0
2024-07-19,543.83935546875,548.8816275932654,542.7694711202483,547.2371678865376,65509100,552.1575988769531,,0
2024-07-22,549.4462890625,550.0604673756361,545.8503409432385,547.8117452037362,43346700,552.0951904296875,,0
2024-07-23,548.58447265625,551.5166632808257,548.0891636493933,549.337291558151,34439600,551.8931030273437,,0
2024-07-24,536.1521606445312,544.0176699808688,535.2209773062864,543.7105808194543,74515300,549.9029479980469,,0
2024-07-25,533.3585815429688,542.3237223216066,532.4076270111065,536.2710007218393,61158300,548.1128967285156,,0
2024-07-26,539.3320922851562,542.0562919162144,536.4097569520611,537.192383905728,53763800,546.5724914550781,,0
2024-07-29,539.6490478515625,541.9175412062577,537.6281485235597,540.8972361512061,39515800,544.9112243652344,,0
2024-07-30,536.9149780273438,542.2049049678778,533.4676465939222,541.1350205544782,46853600,542.6466735839844,,0
2024-07-31,545.642333984375,548.3070989978249,542.4426569823155,543.8294859958498,65663400,542.0394226074219,537.48244140625,1
2024-08-01,537.9154663085938,549.6641807633281,534.3690370943198,547.3857715555625,76428700,541.0834777832031,537.7727819824219,1
2024-08-02,527.9003295898438,531.9519231451793,523.6406240360384,530.7235665615322,82789100,539.4895751953125,537.8371472167969,1
2024-08-05,512.5260009765625,518.6678453317485,505.4826905163604,506.8398627170543,146267400,535.7975463867188,537.6242395019531,-1
2024-08-06,517.2511596679688,524.7798315083766,513.0112860421735,514.3485960195756,84826300,532.6642150878906,537.5822631835938,-1
2024-08-07,513.7939453125,526.6026902576085,513.1896827964204,523.511906231245,70698300,530.4283935546875,537.4024182128907,-1
2024-08-08,525.6715087890625,526.3054584092854,516.9441659152586,518.9946921355962,63276600,529.6596862792969,537.4528161621093,-1
2024-08-09,527.989501953125,529.4952607290277,523.6010712707529,524.8393438265869,45619600,528.5254272460937,537.6228430175781,-1
2024-08-12,528.2669067382812,530.7037884446491,525.9686656073576,529.1980901235476,42542100,527.3872131347656,537.8673400878906,-1
2024-08-13,536.95458984375,537.1923889659508,531.2486806240174,531.4963351382646,52333100,527.3911743164062,538.1915856933593,-1
2024-08-14,538.6485595703125,539.847229165935,535.052611245972,537.7569791487715,42446900,526.691796875,538.541220703125,-1
2024-08-15,547.881103515625,548.168360968592,543.730411684699,544.3445900065761,60846800,527.6883605957031,539.0638537597656,-1
2024-08-16,549.1094360351562,549.8127965494804,546.0880633659141,546.246535635152,44430700,529.8092712402344,539.4870336914063,-1
2024-08-19,554.3597412109375,554.3597412109375,548.6636875389138,549.5255203879397,39121800,533.9926452636719,540.0154150390625,-1
2024-08-20,553.4583129882812,555.5782501123483,552.1011711057072,553.9041032003555,33732300,537.6133605957032,540.5386059570312,-1
2024-08-21,555.3602905273438,556.8363017589311,549.5255356579909,554.5182893635274,41514600,541.7699951171875,541.0672509765625,1
2024-08-22,551.0015258789062,557.8962490623195,549.7731692085193,557.2820707271261,56121500,544.3029968261719,541.4832446289063,1
2024-08-23,556.8560791015625,557.8070941103703,552.0614615681247,554.2804965886761,50639400,547.1896545410157,541.92923828125,1
2024-08-26,555.5286254882812,558.6193486946379,553.8049599073349,557.896216929936,35788600,549.9158264160156,542.3271557617187,1
2024-08-27,556.2914428710938,556.7867518721707,553.0818502181188,554.240856351132,32693900,551.84951171875,542.7338110351562,1
2024-08-28,553.0620727539062,556.3806796641229,549.8326480761413,555.944805281924,41066000,553.2908630371094,542.9905676269532,1
2024-08-29,553.1115112304688,558.3915218624276,551.9525051521193,555.0531441896234,38715200,553.8139038085938,543.2208605957031,1
2024-08-30,558.3916015625,558.9067423208585,551.9129809757791,555.5089295042542,62700100,554.7421203613281,543.586181640625,1
2024-09-03,546.900390625,555.5484662312776,544.3544951641693,555.2116295150004,60600100,553.9961853027344,543.7361596679688,1
2024-09-04,545.781005859375,549.2283371934773,544.304994695349,545.0380423502995,47224900,553.2284545898438,543.8988208007812,1
2024-09-05,544.4535522460938,548.6042441438841,541.9670913565726,545.7215723262182,44264300,552.1377807617188,543.9935229492188,1
2024-09-06,535.290283203125,546.4248189179493,534.3789316488474,544.7804197789798,68493800,550.5666564941406,543.8914880371094,1
2024-09-09,541.2835693359375,542.5714211405976,537.5885834445576,539.5401323975631,40445800,549.0094055175781,543.8922802734374,1
2024-09-10,543.6412353515625,543.9979037862945,538.2820185267881,543.2152768632277,36394600,547.8206665039063,543.982822265625,1
2024-09-11,549.2184448242188,550.1496282139123,534.8941464527446,543.5521385747207,75248600,547.1133666992188,544.1627185058594,1
2024-09-12,553.8446044921875,554.1516936316567,547.5541443659336,549.8028664126241,51892700,547.1916198730469,544.3624267578125,1
2024-09-13,556.7372436523438,557.747693381765,554.2012639371025,554.4588342965648,39310500,547.5541931152344,544.5714477539062,1
2024-09-16,557.5595092773438,557.8269350456358,554.6470896904447,556.469793106888,36656100,547.4709838867187,544.7339099121094,1
2024-09-17,557.7872314453125,561.2643099684927,555.528593598197,559.7981543534722,49321000,548.55966796875,544.8882470703124,1
2024-09-18,556.1329956054688,563.354579399442,555.5683360633434,558.4510079757443,59044900,549.5948669433594,544.9988000488281,1
2024-09-19,565.623046875,567.5052452619498,562.7502909495536,565.6527944370424,75315500,551.71181640625,545.1901867675781,1
2024-09-20,564.6453247070312,565.6985982057745,561.584845604879,564.237952213736,77503100,554.6473205566406,545.4579113769531,1
2024-09-23,566.0562744140625,566.7121216588677,564.4962264504853,565.7284114396389,44116900,557.1245910644532,545.6843139648438,1
2024-09-24,567.6759643554688,567.7355813214435,563.999423059069,566.8611587218248,46805700,559.5280639648438,545.9125988769531,1
2024-09-25,566.4239501953125,568.2622511765038,565.301113457304,567.5170087741786,38428600,561.2486145019532,546.0498681640624,1
2024-09-26,568.6696166992188,571.064362885533,566.2848774298052,570.7364392510955,48336000,562.7311157226562,546.3889636230468,1
2024-09-27,567.8448486328125,570.5774039966909,566.8015214416548,569.7527127715928,42100900,563.8418762207032,546.7963623046875,1
2024-09-30,570.120361328125,570.7364235043248,564.4763997038558,566.8015219435828,63557400,565.0979614257812,547.321982421875,1
2024-10-01,565.0130004882812,570.4184947172506,562.4096250967393,569.7627080586115,72668800,565.8205383300781,547.6333166503906,1
2024-10-02,565.2514038085938,566.2848453499787,561.6842110514825,564.1087352592257,38097800,566.7323791503907,547.9666552734375,1
2024-10-03,564.218017578125,566.1854379587239,561.9027810482431,563.7609137739149,40846500,566.5918762207032,548.5279724121094,1
2024-10-04,569.3453369140625,569.7229312723451,564.4962878742092,568.7193284068038,42939100,567.0618774414063,549.2477075195312,1
2024-10-07,564.1981201171875,568.3317649115912,563.0355590522512,567.6759176917978,49964700,566.8760620117188,549.7450280761718,1
2024-10-08,569.5340576171875,570.1402341517621,565.9171941862298,566.8015023453726,37398700,567.0618713378906,550.3427282714844,1
2024-10-09,573.4789428710938,574.0453343695604,568.9180327244846,569.5241486507804,37912200,567.7673706054687,551.0740075683593,1
2024-10-10,572.475341796875,573.9161558957669,570.8457305312595,572.117640001393,44138100,568.1479431152344,551.6106677246094,1
2024-10-11,575.9034423828125,576.6486847463361,572.2566794174254,572.3958058807981,42268000,568.9538024902344,552.3704272460938,1
2024-10-14,580.6133422851562,581.5573280392331,577.0460889559533,577.5329709112202,36217200,570.0031005859375,553.4246875,1
2024-10-15,576.1021728515625,581.1896890869497,574.8699878939491,580.8816580095407,54203600,571.1120178222657,554.6962109375,1
2024-10-16,578.606201171875,579.1328682582629,575.2874222334457,576.1022278881695,30725400,572.4474975585938,555.9233117675781,1
2024-10-17,578.6558227539062,582.4019270642203,578.4670255981297,582.1932373716321,34393700,573.8912780761718,557.2205493164063,1
2024-10-18,580.8816528320312,581.6765658652295,578.8843936568359,580.3649320688628,37416800,575.0449096679688,558.3247521972656,1
2024-10-21,579.927734375,581.1399661656003,576.9169261394305,580.1463096888544,36439000,576.61787109375,559.3635168457031,1
2024-10-22,579.6196899414062,580.7921972791999,576.6983375411487,577.3640703837991,34183800,577.6264343261719,560.3905725097657,1
2024-10-23,574.323486328125,578.0199198880117,570.776125496096,577.5727623524157,49314600,577.710888671875,561.1379504394531,1
2024-10-24,575.5656127929688,576.3804184452299,572.9125667744971,576.3009089394529,34979900,578.0199157714844,561.8762915039063,1
2024-10-25,575.3668823242188,580.7525446363423,574.4130108253214,577.8212456055562,47268200,577.966259765625,562.4260070800781,1
2024-10-28,577.1455078125,579.0135868388169,576.8374767309253,578.8844066451263,30174700,577.6194763183594,562.986728515625,1
2024-10-29,578.07958984375,579.2123122169955,574.76075028541,576.1717256033711,42899700,577.8172180175782,563.4611254882813,1
2024-10-30,576.3306884765625,579.6196889070394,575.6152242941146,577.6025371982813,41435800,577.5896667480469,563.9185729980469,1
2024-10-31,565.0328369140625,571.9784860249016,564.8340934879141,571.9089227933508,60182500,576.2273681640625,564.1120239257813,1
2024-11-01,567.4176025390625,571.8990031889416,567.0002837782789,567.6958554782392,45667500,574.8809631347656,564.4403454589843,1
2024-11-04,566.1953735351562,568.8683117841309,564.2875701521782,567.5566780058409,38217000,573.5077270507812,564.6271313476562,1
